2010-06-01T00:00:20.973+0000|8591094817|2608|About Augustine of Hippo, from Roman Africa. About Andrew Carnegie, countries, as well .|Wei Zhu|8591094811|
2010-06-01T00:13:03.856+0000|8590429694|609|maybe|Lei Yang||8590429273
2010-06-01T00:19:55.515+0000|8590232671|1103|About Amit. About Edva. About Mikh. About Éamo. About Isaa. About Neve. Ab.|Mehmet Ayhan|8590232670|
2010-06-01T00:22:02.747+0000|8590626791|4577|no|Hao Zhang||8590626715
2010-06-01T00:22:05.033+0000|8590580523|4018|ok|Rodrigo Alves||8590580435
2010-06-01T00:27:34.903+0000|8590580527|2783|About Gus. About Cla. About Ozz. About The. About Sta. About Ezr. About Ecu. A.|Rafael Alonso|8590580526|
2010-06-01T00:29:57.533+0000|8590580538|2783|thx|Rafael Alonso|8590580527|
2010-06-01T00:30:13.569+0000|8590464191|1791|About Augustine of Hippo, Christ was indispensab. About George Frideric Handel, to benefit the Fou. About George Clooney, with the release of hi.|Hao Liu||8590463954
2010-06-01T00:33:55.187+0000|8589966467|1490|no way!|John Wilson|8589966465|
2010-06-01T00:36:41.448+0000|8590070105|3539|About Nelly Furta. About Pope Pius X. About Lorenz Hart. About Kurt Cobain. About Baek.|Ai Wang|8590070103|
2010-06-01T00:59:44.604+0000|8590626794|4577|roflol|Hao Zhang||8590626715
2010-06-01T00:59:54.784+0000|8590194691|3217|About Ashoka, Ashoka is r. About Woody Allen, emphas. About William Tecumseh.|Esti Bahaina|8590194679|
2010-06-01T01:06:24.587+0000|8590580525|4018|About Mikhai. About Charle. About Jack N. About Miley . About Give M. Abou.|Rodrigo Alves||8590580435
2010-06-01T01:06:34.801+0000|8590580534|2783|About Char. About Jack. About Mile. About Akon. About Geor. About Port. Abou.|Rafael Alonso|8590580525|
2010-06-01T01:14:01.717+0000|8590288865|143|About Arthur Conan Doyle, was a Scottish ph. About Nicolas Cage, Lieutenant: Port of C.|Maria Alkaios|8590288859|
2010-06-01T01:16:22.368+0000|8591332176|2530|cool|Aleksei Popov|8591332175|
2010-06-01T01:19:00.146+0000|8590464199|3705|About Augustine of Hippo, He . About Albert Einstein, publis. About Silvio Berlusconi, d.|Bingjian Zhang|8590464191|
2010-06-01T01:24:24.221+0000|8590626800|3780|thanks|Chen Li||8590626715
2010-06-01T01:24:39.118+0000|8591271818|2194|no way!|Alexander Dobrunov||8591271773
2010-06-01T01:35:29.347+0000|8589967225|2783|About 50 Cent, by rapper Eminem and sign. About Al Green, hit singles such as Yo.|Rafael Alonso||8589966176
2010-06-01T01:35:38.617+0000|8590580541|3962|cool|Sergio Gonzalez|8590580527|
2010-06-01T01:37:33.799+0000|8590580529|3522|no|Ali Lambo|8590580525|
2010-06-01T01:38:20.704+0000|8590626788|1269|ok|Diana Zhang||8590626715
2010-06-01T01:49:21.675+0000|8590288862|1355|ok|Peter Taylor|8590288859|
2010-06-01T01:58:12.607+0000|8591312380|1099511632283|About Arthur . About Taylor . About Henry C. About Let It . About Early m. About .|Igor Basov|8591312378|
2010-06-01T02:02:42.282+0000|8590861355|1099511632098|fine|Daniele Russo||8590861199
2010-06-01T02:12:50.112+0000|8591271817|2194|fine|Alexander Dobrunov||8591271773
2010-06-01T02:20:04.240+0000|8591223060|1099511631424|no|Baoping Huang|8591223058|
2010-06-01T02:27:17.182+0000|8590232605|1103|About Victor Hu. About Edvard Mu. About Weird Al . About Whatcha S. About Ta.|Mehmet Ayhan|8590232604|
2010-06-01T02:34:03.016+0000|8590232674|4555|right|Wei Zhou|8590232671|
2010-06-01T02:46:20.864+0000|8590232675|1103|I see|Mehmet Ayhan|8590232664|
2010-06-01T02:55:45.430+0000|8589946096|609|About Pope. About Grah. About Tom . About Weir. About Alex. About Simo. Abo.|Lei Yang||8589945861
2010-06-01T02:59:19.967+0000|8589966855|407|duh|Gregorio Manalo|8589966846|
2010-06-01T03:02:02.510+0000|8590232672|1103|no|Mehmet Ayhan|8590232670|
2010-06-01T03:02:22.266+0000|8591094816|1099511631424|fine|Baoping Huang|8591094811|
2010-06-01T03:07:42.835+0000|8590341461|1099511631068|About Raphael, in the Middle. About 50 Cent, rapper Eminem. About Genesis Archive 2: .|Dennis Murray|8590341459|
2010-06-01T03:08:33.627+0000|8590580539|3962|About Claude Monet, o. About William Ewart G. About Stanley Kubrick. About Lionel Richie, . About Jerome Kern, an. About Ezra Pound, for. About Leban.|Sergio Gonzalez|8590580527|
2010-06-01T03:14:18.495+0000|8591312387|1099511632283|About Nero, Ner. About Benjamin . About Taylor Sw. About Lips of a. About T.|Igor Basov|8591312380|
2010-06-01T03:17:19.997+0000|8590341047|1099511629479|About Yoko Ono, and peace. About Ronald Reagan, his . About John Ford, and .|Jun Wang|8590341044|
2010-06-01T03:25:17.627+0000|8589967226|3453|good|Denis Ingram|8589967225|
