2010-03-05T02:49:12.445+0000|167216|555||Chen Yang
2010-03-05T02:54:15.931+0000|1038511|2292||Daniil Popov
2010-03-05T05:11:42.445+0000|1077609|4018||Rodrigo Alves
2010-03-05T06:29:42.445+0000|167243|555||Chen Yang
2010-03-05T08:08:48.894+0000|1038485|2292||Daniil Popov
2010-03-05T14:16:12.445+0000|1089325|709||Cesar Sotto
2010-03-05T14:27:17.323+0000|1355797|4848||Chau Nguyen
2010-03-05T16:07:12.445+0000|1373177|2023||Andreas Svensson
2010-03-05T16:46:12.445+0000|1077590|4018||Rodrigo Alves
2010-03-05T18:40:12.445+0000|167227|555||Chen Yang
2010-03-05T19:16:57.445+0000|167242|555||Chen Yang
2010-03-05T20:10:12.445+0000|1077604|4018||Rodrigo Alves
2010-03-05T20:37:12.445+0000|1089442|2269||Chan Yoon
2010-03-05T22:49:12.445+0000|1077591|4018||Rodrigo Alves
2010-03-05T23:00:27.445+0000|1373175|2023||Andreas Svensson
2010-03-05T23:31:12.445+0000|167232|555||Chen Yang
