2010-12-21T19:30:00.925+0000|42950954539|4398046512815||Alexandre Condariuc
2010-12-21T20:05:35.701+0000|42951092040|3298534884947||Faiz Qaderi
2010-12-21T20:17:35.701+0000|42950622415|2199023259530||Wei Liu
2010-12-21T20:59:35.701+0000|42950183614|3587||Ahmad Chedid
2010-12-21T21:40:50.701+0000|42949853958|4398046513533||Ruben Alonso
2010-12-21T21:40:50.701+0000|42950396475|2783||Rafael Alonso
2010-12-21T21:51:45.970+0000|42950893751|1099511631424||Baoping Huang
2010-12-21T22:25:50.701+0000|42949807874|1099511632632||Hao Zhang
2010-12-21T23:40:50.701+0000|42950183598|3587||Ahmad Chedid
2010-12-21T23:40:50.701+0000|42950556621|2199023258214||Anson Zhu
2010-12-21T23:57:10.345+0000|42950685274|3298534886471||Sergio Abascal
