2010-07-05T06:00:07.729+0000|17180424150|1099511628211|right|Hao Chen||17180423458
2010-07-05T06:00:23.741+0000|17181241665|2199023259885|no|Wei Zhang|17181241659|
2010-07-05T06:01:09.475+0000|17180129261|683|About Avril Lavig. About George Bern. About Éamon de Va. About Aaron Copla. About Symph.|Marcelo Oliveira|17180129260|
2010-07-05T06:01:20.390+0000|17180503104|4178|cool|Lei Yan|17180503097|
2010-07-05T06:01:55.136+0000|17180413822|4139|no way!|Baruch Dego|17180413811|
2010-07-05T06:03:06.032+0000|17180503053|1099511628211|no|Hao Chen||17180501857
2010-07-05T06:03:53.662+0000|17180124643|1847|About Rubén . About Van Mo. About Martin. About George. About Ecuado. About Goodni. About.|Jun Zhang||17180124500
2010-07-05T06:04:43.317+0000|17179978874|2023|good|Andreas Svensson|17179978872|
2010-07-05T06:05:15.276+0000|17180866404|3825|good|Richard Richter||17180866314
2010-07-05T06:05:45.256+0000|17180214211|1099511630976|About P. G. Wode. About Reba McEnt. About Celebrity . About Bawitdaba,. About A Song.|Adriaan Jong|17180214201|
2010-07-05T06:06:27.065+0000|17180036989|250|right|Chen Wang|17180036982|
2010-07-05T06:06:40.415+0000|17180164305|1099511630235|I see|Ydnekatchew Guelleh||17180163783
2010-07-05T06:07:05.509+0000|17180572157|1793|fine|Jose Sanchez|17180572144|
2010-07-05T06:07:08.178+0000|17181241669|2886|right|Baoping Wu|17181241662|
2010-07-05T06:07:24.820+0000|17180468810|2194|About Cleopatr. About Plato, f. About Rubén Bl. About Van Morr. About Aldous H. About 5.|Alexander Dobrunov||17180468787
2010-07-05T06:07:48.115+0000|17180724464|1099511629258|fine|Jacques Alcazar||17180724114
2010-07-05T06:09:40.318+0000|17179903482|4139|I see|Baruch Dego|17179903476|
2010-07-05T06:10:00.893+0000|17180752036|1099511630454|thanks|Lei Wang||17180751906
2010-07-05T06:11:48.522+0000|17179979102|2199023260352|About Niccolò . About Rubén Bl. About Benjamin. About 50 Cent,. About Adam San. About Th.|Jean-Pierre Bembo-Leta||17179977848
2010-07-05T06:11:53.987+0000|17180129229|683|maybe|Marcelo Oliveira|17180129225|
2010-07-05T06:12:07.122+0000|17181242037|4766|About Rubén . About Diana . About Tony B. About A New . About Parano. About S.|Chen Li||17181240932
2010-07-05T06:12:31.263+0000|17180113078|1050|fine|Rafael Magomaev||17180112759
2010-07-05T06:12:36.318+0000|17179978952|2199023260352|About Elvis Costello, Stone ranked Costello n. About John C. Frémont, 1840s, that era's pe.|Jean-Pierre Bembo-Leta|17179978950|
2010-07-05T06:12:57.149+0000|17180214443|1099511628545|About George Washington, the British out . About Weird Al Yankovic, Outta Lynwood p.|dou Faye|17180214439|
2010-07-05T06:13:38.263+0000|17181335135|2329|thx|Hao Chen||17181334812
2010-07-05T06:13:57.743+0000|17180503213|2706|ok|Mario Bindi|17180503207|
2010-07-05T06:14:00.159+0000|17180846143|2194|About Albert Einstein, his death in 1955. Einstein published more. About Weird Al Yankovic, Records. The album was one of many pro.|Alexander Dobrunov|17180846142|
2010-07-05T06:14:38.894+0000|17180576874|2199023256352|roflol|Alexander Popov||17180576638
2010-07-05T06:15:06.394+0000|17180166574|1099511631980|no way!|Sam Carter||17180166551
2010-07-05T06:15:34.438+0000|17180424369|1269|roflol|Diana Zhang||17180423482
2010-07-05T06:15:56.828+0000|17180180650|4661|fine|Michael Wang||17180180388
2010-07-05T06:16:44.817+0000|17180154976|2199023256824|About Mar. About Rub. About Jam. About Sta. About Way. About Jac. About Igg. About Che. A.|Jack Wilson||17180154480
2010-07-05T06:17:23.247+0000|17180576810|2199023256352|About Rubén Blades, Latin America, and m. About Jacqueline Kennedy Onassis, of i.|Alexander Popov|17180576808|
